Token,LOC,PER,ORG,MISC
au,,,,
printemps,,,,
...,,,,
,,,,
Quand,,,,
je,,,,
levais,,,,
la,,,,
tête,,,,
,,,,
je,,,,
voyais,,,,
le,,,,
ciel,,,,
tout,,,,
bleu,,,,
et,,,,
les,,,,
grands,,,,
arbres,,,,
de,,,,
la,,,,
cour,,,,
déjà,,,,
couverts,,,,
de,,,,
feuilles,,,,
.,,,,
Au,,,,
-,,,,
dehors,,,,
pas,,,,
de,,,,
bruit,,,,
.,,,,
De,,,,
temps,,,,
en,,,,
temps,,,,
la,,,,
voix,,,,
monotone,,,,
d',,,,
un,,,,
élève,,,,
récitant,,,,
sa,,,,
leçon,,,,
,,,,
une,,,,
exclamation,,,,
de,,,,
professeur,,,,
en,,,,
colère,,,,
,,,,
une,,,,
querelle,,,,
sous,,,,
le,,,,
feuillage,,,,
entre,,,,
moineaux,,,,
...,,,,
,,,,
.,,,,
puis,,,,
,,,,
tout,,,,
rentrait,,,,
dans,,,,
le,,,,
silence,,,,
,,,,
le,,,,
collège,,,,
avait,,,,
l',,,,
air,,,,
de,,,,
dormir,,,,
.,,,,
Le,,,,
petit,,,,
Chose,,,,
,,,,
lui,,,,
,,,,
ne,,,,
dormait,,,,
pas,,,,
.,,,,
Il,,,,
ne,,,,
rêvait,,,,
pas,,,,
même,,,,
,,,,
ce,,,,
qui,,,,
est,,,,
une,,,,
adorable,,,,
façon,,,,
de,,,,
dormir,,,,
.,,,,
Il,,,,
travaillait,,,,
,,,,
travaillait,,,,
sans,,,,
relâche,,,,
,,,,
se,,,,
bourrant,,,,
de,,,,
grec,,,,
et,,,,
de,,,,
latin,,,,
à,,,,
se,,,,
faire,,,,
sauter,,,,
la,,,,
cervelle,,,,
.,,,,
Quelquefois,,,,
,,,,
au,,,,
plein,,,,
cœur,,,,
de,,,,
son,,,,
aride,,,,
besogne,,,,
,,,,
un,,,,
doigt,,,,
mystérieux,,,,
frappait,,,,
à,,,,
la,,,,
porte,,,,
.,,,,
«,,,,
Qui,,,,
est,,,,
là,,,,
?,,,,
–,,,,
C',,,,
est,,,,
moi,,,,
,,,,
la,,,,
Muse,,,,
,,,,
ton,,,,
ancienne,,,,
amie,,,,
,,,,
la,,,,
femme,,,,
du,,,,
cahier,,,,
rouge,,,,
,,,,
ouvre-moi,,,,
vite,,,,
,,,,
petit,,,,
Chose,,,,
.,,,,
»,,,,
Mais,,,,
le,,,,
petit,,,,
Chose,,,,
se,,,,
gardait,,,,
d',,,,
ouvrir,,,,
.,,,,
Il,,,,
s',,,,
agissait,,,,
bien,,,,
de,,,,
la,,,,
Muse,,,,
,,,,
ma,,,,
foi,,,,
!,,,,
Au,,,,
diable,,,,
le,,,,
cahier,,,,
rouge,,,,
!,,,,
L',,,,
important,,,,
pour,,,,
le,,,,
quart,,,,
d',,,,
heure,,,,
était,,,,
de,,,,
faire,,,,
beaucoup,,,,
de,,,,
thèmes,,,,
grecs,,,,
,,,,
de,,,,
passer,,,,
licencié,,,,
,,,,
d',,,,
être,,,,
nommé,,,,
professeur,,,,
,,,,
et,,,,
de,,,,
reconstruire,,,,
au,,,,
plus,,,,
vite,,,,
un,,,,
beau,,,,
foyer,,,,
tout,,,,
neuf,,,,
pour,,,,
la,,,,
famille,,,,
Eyssette,,,,
.,,,,
Cette,,,,
pensée,,,,
que,,,,
je,,,,
travaillais,,,,
pour,,,,
la,,,,
famille,,,,
me,,,,
donnait,,,,
un,,,,
grand,,,,
coulage,,,,
et,,,,
me,,,,
rendait,,,,
la,,,,
vie,,,,
plus,,,,
douce,,,,
.,,,,
Ma,,,,
chambre,,,,
elle-même,,,,
en,,,,
était,,,,
embellie,,,,
...,,,,
Oh,,,,
!,,,,
mansarde,,,,
,,,,
chère,,,,
mansarde,,,,
,,,,
quelles,,,,
belles,,,,
heures,,,,
j',,,,
ai,,,,
passées,,,,
entre,,,,
tes,,,,
quatre,,,,
murs,,,,
!,,,,
Comme,,,,
j',,,,
y,,,,
travaillais,,,,
bien,,,,
!,,,,
Comme,,,,
je,,,,
m',,,,
y,,,,
sentais,,,,
brave,,,,
!,,,,
...,,,,
Si,,,,
j',,,,
avais,,,,
quelques,,,,
bonnes,,,,
heures,,,,
,,,,
j',,,,
en,,,,
avais,,,,
de,,,,
mauvaises,,,,
aussi,,,,
.,,,,
Deux,,,,
fois,,,,
par,,,,
semaine,,,,
,,,,
le,,,,
dimanche,,,,
et,,,,
le,,,,
jeudi,,,,
,,,,
il,,,,
fallait,,,,
mener,,,,
les,,,,
enfants,,,,
en,,,,
promenade,,,,
.,,,,
Cette,,,,
promenade,,,,
était,,,,
un,,,,
supplice,,,,
pour,,,,
moi,,,,
.,,,,
D',,,,
habitude,,,,
nous,,,,
allions,,,,
à,,,,
la,,,,
Prairie,,,,
,,,,
une,,,,
grande,,,,
pelouse,,,,
qui,,,,
s',,,,
étend,,,,
comme,,,,
un,,,,
tapis,,,,
au,,,,
pied,,,,
de,,,,
la,,,,
montagne,,,,
,,,,
à,,,,
une,,,,
demi-lieue,,,,
de,,,,
la,,,,
ville,,,,
.,,,,
Quelques,,,,
gros,,,,
châtaigniers,,,,
,,,,
trois,,,,
ou,,,,
quatre,,,,
guinguettes,,,,
peintes,,,,
en,,,,
jaune,,,,
,,,,
une,,,,
source,,,,
vive,,,,
courant,,,,
dans,,,,
le,,,,
vert,,,,
,,,,
faisaient,,,,
l',,,,
endroit,,,,
charmant,,,,
et,,,,
gai,,,,
pour,,,,
l',,,,
œil,,,,
...,,,,
Les,,,,
trois,,,,
études,,,,
s',,,,
y,,,,
rendaient,,,,
séparément,,,,
,,,,
une,,,,
fois,,,,
là,,,,
,,,,
on,,,,
les,,,,
réunissait,,,,
sous,,,,
la,,,,
surveillance,,,,
d',,,,
un,,,,
seul,,,,
maître,,,,
qui,,,,
était,,,,
toujours,,,,
moi,,,,
.,,,,
Mes,,,,
deux,,,,
collègues,,,,
allaient,,,,
se,,,,
faire,,,,
régaler,,,,
par,,,,
des,,,,
grands,,,,
dans,,,,
les,,,,
guinguettes,,,,
voisines,,,,
,,,,
et,,,,
,,,,
comme,,,,
on,,,,
ne,,,,
m',,,,
invitait,,,,
jamais,,,,
,,,,
je,,,,
restais,,,,
pour,,,,
garder,,,,
les,,,,
élèves,,,,
...,,,,
Un,,,,
dur,,,,
métier,,,,
dans,,,,
ce,,,,
bel,,,,
endroit,,,,
!,,,,
Il,,,,
aurait,,,,
fait,,,,
si,,,,
bon,,,,
s',,,,
étendre,,,,
sur,,,,
cette,,,,
herbe,,,,
verte,,,,
,,,,
dans,,,,
l',,,,
ombre,,,,
des,,,,
châtaigniers,,,,
,,,,
et,,,,
se,,,,
griser,,,,
de,,,,
serpolet,,,,
,,,,
en,,,,
écoutant,,,,
chanter,,,,
la,,,,
petite,,,,
source,,,,
!,,,,
...,,,,
Au,,,,
lieu,,,,
de,,,,
cela,,,,
,,,,
il,,,,
fallait,,,,
surveiller,,,,
,,,,
crier,,,,
,,,,
punir,,,,
...,,,,
J',,,,
avais,,,,
tout,,,,
le,,,,
collège,,,,
sur,,,,
les,,,,
bras,,,,
.,,,,
C',,,,
était,,,,
terrible,,,,
...,,,,
Mais,,,,
le,,,,
plus,,,,
terrible,,,,
encore,,,,
,,,,
ce,,,,
n',,,,
était,,,,
pas,,,,
de,,,,
surveiller,,,,
les,,,,
élèves,,,,
à,,,,
la,,,,
Prairie,,,,
,,,,
c',,,,
était,,,,
de,,,,
traverser,,,,
la,,,,
ville,,,,
avec,,,,
ma,,,,
division,,,,
,,,,
la,,,,
division,,,,
des,,,,
petits,,,,
.,,,,
Les,,,,
autres,,,,
divisions,,,,
emboîtaient,,,,
le,,,,
pas,,,,
à,,,,
merveille,,,,
et,,,,
sonnaient,,,,
des,,,,
talons,,,,
comme,,,,
de,,,,
vieux,,,,
grognards,,,,
!,,,,
cela,,,,
sentait,,,,
la,,,,
discipline,,,,
et,,,,
le,,,,
tambour,,,,
.,,,,
Mes,,,,
petits,,,,
,,,,
eux,,,,
,,,,
n',,,,
entendaient,,,,
rien,,,,
à,,,,
toutes,,,,
ces,,,,
belles,,,,
choses,,,,
.,,,,
Ils,,,,
n',,,,
allaient,,,,
pas,,,,
en,,,,
rang,,,,
,,,,
se,,,,
tenaient,,,,
par,,,,
la,,,,
main,,,,
et,,,,
jacassaient,,,,
le,,,,
long,,,,
de,,,,
la,,,,
route,,,,
.,,,,
J',,,,
avais,,,,
beau,,,,
leur,,,,
crier,,,,
:,,,,
«,,,,
Gardez,,,,
vos,,,,
distances,,,,
!,,,,
»,,,,
ils,,,,
ne,,,,
me,,,,
comprenaient,,,,
pas,,,,
et,,,,
marchaient,,,,
tout,,,,
de,,,,
travers,,,,
.,,,,
J',,,,
étais,,,,
assez,,,,
content,,,,
de,,,,
ma,,,,
tête,,,,
de,,,,
colonne,,,,
.,,,,
J',,,,
y,,,,
mettais,,,,
les,,,,
plus,,,,
grands,,,,
,,,,
les,,,,
plus,,,,
sérieux,,,,
,,,,
ceux,,,,
qui,,,,
portaient,,,,
la,,,,
tunique,,,,
,,,,
mais,,,,
à,,,,
la,,,,
queue,,,,
,,,,
quel,,,,
gâchis,,,,
!,,,,
quel,,,,
désordre,,,,
!,,,,
Une,,,,
marmaille,,,,
folle,,,,
,,,,
des,,,,
cheveux,,,,
ébouriffés,,,,
,,,,
des,,,,
mains,,,,
sales,,,,
,,,,
des,,,,
culottes,,,,
.,,,,
en,,,,
lambeaux,,,,
!,,,,
Je,,,,
n',,,,
osais,,,,
pas,,,,
les,,,,
regarder,,,,
.,,,,
Desinit,,,,
in,,,,
piscem,,,,
,,,,
me,,,,
disait,,,,
à,,,,
ce,,,,
sujet,,,,
le,,,,
souriant,,,,
M.,,,,
Viot,,,,
,,,,
homme,,,,
d',,,,
esprit,,,,
à,,,,
ses,,,,
heures,,,,
.,,,,
Le,,,,
fait,,,,
est,,,,
que,,,,
ma,,,,
queue,,,,
de,,,,
colonne,,,,
avait,,,,
une,,,,
triste,,,,
mine,,,,
.,,,,
Comprenez,,,,
-vous,,,,
mon,,,,
désespoir,,,,
de,,,,
me,,,,
montrer,,,,
dans,,,,
les,,,,
rues,,,,
de,,,,
Sarlande,,,,
en,,,,
pareil,,,,
équipage,,,,
,,,,
et,,,,
le,,,,
dimanche,,,,
,,,,
surtout,,,,
!,,,,
Les,,,,
cloches,,,,
carillonnaient,,,,
,,,,
les,,,,
rues,,,,
étaient,,,,
pleines,,,,
de,,,,
monde,,,,
.,,,,
On,,,,
rencontrait,,,,
des,,,,
pensionnats,,,,
de,,,,
demoiselles,,,,
qui,,,,
allaient,,,,
à,,,,
vêpres,,,,
,,,,
des,,,,
modistes,,,,
en,,,,
bonnet,,,,
rose,,,,
,,,,
des,,,,
élégants,,,,
en,,,,
pantalon,,,,
gris,,,,
perle,,,,
.,,,,
Il,,,,
fallait,,,,
traverser,,,,
tout,,,,
cela,,,,
avec,,,,
un,,,,
habit,,,,
râpé,,,,
et,,,,
une,,,,
division,,,,
ridicule,,,,
.,,,,
Quelle,,,,
honte,,,,
!,,,,
...,,,,
Parmi,,,,
tous,,,,
ces,,,,
diablotins,,,,
ébouriffés,,,,
que,,,,
je,,,,
promenais,,,,
deux,,,,
fois,,,,
par,,,,
semaine,,,,
dans,,,,
la,,,,
ville,,,,
,,,,
il,,,,
y,,,,
en,,,,
avait,,,,
un,,,,
surtout,,,,
,,,,
un,,,,
demi-pensionnaire,,,,
,,,,
qui,,,,
me,,,,
,,,,
désespérait,,,,
par,,,,
sa,,,,
laideur,,,,
et,,,,
sa,,,,
mauvaise,,,,
tenue,,,,
.,,,,
Imaginez,,,,
un,,,,
horrible,,,,
petit,,,,
avorton,,,,
,,,,
si,,,,
petit,,,,
que,,,,
c',,,,
en,,,,
était,,,,
ridicule,,,,
,,,,
avec,,,,
cela,,,,
disgracieux,,,,
,,,,
sale,,,,
,,,,
mal,,,,
peigné,,,,
,,,,
mal,,,,
vêtu,,,,
,,,,
sentant,,,,
le,,,,
ruisseau,,,,
,,,,
et,,,,
,,,,
pour,,,,
que,,,,
rien,,,,
ne,,,,
lui,,,,
manquât,,,,
,,,,
affreusement,,,,
bancal,,,,
.,,,,
Jamais,,,,
pareil,,,,
élève,,,,
,,,,
s',,,,
il,,,,
est,,,,
permis,,,,
toutefois,,,,
de,,,,
donner,,,,
à,,,,
ça,,,,
le,,,,
nom,,,,
d',,,,
élève,,,,
,,,,
ne,,,,
figura,,,,
sur,,,,
les,,,,
feuilles,,,,
d',,,,
inscription,,,,
de,,,,
l',,,,
Université,,,,
.,,,,
C',,,,
était,,,,
à,,,,
déshonorer,,,,
un,,,,
collège,,,,
.,,,,
Pour,,,,
ma,,,,
part,,,,
,,,,
je,,,,
l',,,,
avais,,,,
pris,,,,
en,,,,
aversion,,,,
,,,,
et,,,,
quand,,,,
je,,,,
le,,,,
voyais,,,,
,,,,
les,,,,
jours,,,,
de,,,,
promenade,,,,
,,,,
se,,,,
dandiner,,,,
à,,,,
la,,,,
queue,,,,
de,,,,
la,,,,
colonne,,,,
avec,,,,
la,,,,
grâce,,,,
d',,,,
un,,,,
jeune,,,,
canard,,,,
,,,,
il,,,,
me,,,,
venait,,,,
des,,,,
envies,,,,
furieuses,,,,
de,,,,
le,,,,
chasser,,,,
à,,,,
grands,,,,
coups,,,,
de,,,,
botte,,,,
pour,,,,
l',,,,
honneur,,,,
de,,,,
ma,,,,
division,,,,
.,,,,
Bamban,,,,
--,,,,
nous,,,,
l',,,,
avions,,,,
surnommé,,,,
Bamban,,,,
à,,,,
cause,,,,
de,,,,
sa,,,,
démarche,,,,
plus,,,,
qu',,,,
irrégulière,,,,
--,,,,
Bamban,,,,
était,,,,
loin,,,,
d',,,,
appartenir,,,,
à,,,,
une,,,,
famille,,,,
aristocratique,,,,
.,,,,
Cela,,,,
se,,,,
voyait,,,,
sans,,,,
peine,,,,
à,,,,
ses,,,,
manières,,,,
,,,,
à,,,,
ses,,,,
façons,,,,
de,,,,
dire,,,,
et,,,,
surtout,,,,
aux,,,,
belles,,,,
relations,,,,
qu',,,,
il,,,,
avait,,,,
dans,,,,
le,,,,
pays,,,,
.,,,,
Tous,,,,
les,,,,
gamins,,,,
de,,,,
Sarlande,,,,
étaient,,,,
ses,,,,
amis,,,,
.,,,,
Grâce,,,,
à,,,,
lui,,,,
,,,,
quand,,,,
nous,,,,
sortions,,,,
,,,,
nous,,,,
avions,,,,
toujours,,,,
à,,,,
nos,,,,
trousses,,,,
une,,,,
nuée,,,,
de,,,,
polissons,,,,
qui,,,,
faisaient,,,,
la,,,,
roue,,,,
sur,,,,
nos,,,,
derrières,,,,
,,,,
appelaient,,,,
Bamban,,,,
par,,,,
son,,,,
nom,,,,
,,,,
le,,,,
montraient,,,,
du,,,,
doigt,,,,
,,,,
lui,,,,
jetaient,,,,
des,,,,
peaux,,,,
de,,,,
châtaignes,,,,
,,,,
et,,,,
mille,,,,
autres,,,,
bonnes,,,,
singeries,,,,
.,,,,
Mes,,,,
petits,,,,
s',,,,
en,,,,
amusaient,,,,
beaucoup,,,,
,,,,
mais,,,,
moi,,,,
,,,,
je,,,,
ne,,,,
riais,,,,
pas,,,,
,,,,
et,,,,
j',,,,
adressais,,,,
chaque,,,,
semaine,,,,
au,,,,
principal,,,,
un,,,,
rapport,,,,
circonstancié,,,,
sur,,,,
l',,,,
élève,,,,
Bamban,,,,
et,,,,
les,,,,
nombreux,,,,
désordres,,,,
que,,,,
sa,,,,
présence,,,,
entraînait,,,,
.,,,,
Malheureusement,,,,
mes,,,,
rapports,,,,
restaient,,,,
sans,,,,
réponse,,,,
et,,,,
j',,,,
étais,,,,
toujours,,,,
obligé,,,,
de,,,,
me,,,,
montrer,,,,
dans,,,,
les,,,,
rues,,,,
en,,,,
compagnie,,,,
de,,,,
M.,,,,
Bamban,,,,
,,,,
plus,,,,
sale,,,,
et,,,,
plus,,,,
bancal,,,,
que,,,,
jamais,,,,
.,,,,
Un,,,,
dimanche,,,,
entre,,,,
autres,,,,
,,,,
un,,,,
beau,,,,
dimanche,,,,
de,,,,
fête,,,,
et,,,,
de,,,,
grand,,,,
soleil,,,,
,,,,
il,,,,
m',,,,
arriva,,,,
pour,,,,
la,,,,
promenade,,,,
dans,,,,
un,,,,
état,,,,
de,,,,
toilette,,,,
tel,,,,
que,,,,
nous,,,,
en,,,,
fûmes,,,,
tous,,,,
épouvantés,,,,
.,,,,
Vous,,,,
n',,,,
avez,,,,
jamais,,,,
rien,,,,
rêvé,,,,
de,,,,
semblable,,,,
.,,,,
Des,,,,
mains,,,,
noires,,,,
,,,,
des,,,,
souliers,,,,
sans,,,,
cordon,,,,
,,,,
de,,,,
la,,,,
boue,,,,
jusque,,,,
dans,,,,
les,,,,
cheveux,,,,
,,,,
presque,,,,
plus,,,,
de,,,,
culotte,,,,
...,,,,
un,,,,
monstre,,,,
.,,,,
Le,,,,
plus,,,,
risible,,,,
,,,,
c',,,,
est,,,,
qu',,,,
évidemment,,,,
on,,,,
l',,,,
avait,,,,
fait,,,,
très,,,,
beau,,,,
,,,,
ce,,,,
jour,,,,
là,,,,
,,,,
avant,,,,
de,,,,
me,,,,
l',,,,
envoyer,,,,
.,,,,
Sa,,,,
tête,,,,
,,,,
mieux,,,,
peignée,,,,
qu',,,,
à,,,,
l',,,,
ordinaire,,,,
,,,,
était,,,,
encore,,,,
roide,,,,
de,,,,
pommade,,,,
,,,,
et,,,,
le,,,,
nœud,,,,
de,,,,
cravate,,,,
avait,,,,
je,,,,
ne,,,,
sais,,,,
quoi,,,,
qui,,,,
sentait,,,,
les,,,,
doigts,,,,
maternels,,,,
.,,,,
Mais,,,,
il,,,,
y,,,,
a,,,,
tant,,,,
de,,,,
ruisseaux,,,,
avant,,,,
d',,,,
arriver,,,,
au,,,,
collège,,,,
!,,,,
...,,,,
Bamban,,,,
s',,,,
était,,,,
roulé,,,,
dans,,,,
tous,,,,
.,,,,
Quand,,,,
je,,,,
le,,,,
vis,,,,
prendre,,,,
son,,,,
rang,,,,
parmi,,,,
les,,,,
autres,,,,
,,,,
paisible,,,,
et,,,,
souriant,,,,
comme,,,,
si,,,,
de,,,,
rien,,,,
n',,,,
était,,,,
,,,,
j',,,,
eus,,,,
un,,,,
mouvement,,,,
d',,,,
horreur,,,,
et,,,,
d',,,,
indignation,,,,
.,,,,
Je,,,,
lui,,,,
criai,,,,
:,,,,
«,,,,
Va,,,,
-,,,,
t',,,,
en,,,,
!,,,,
»,,,,
Bamban,,,,
pensa,,,,
que,,,,
je,,,,
plaisantais,,,,
et,,,,
continua,,,,
de,,,,
sourire,,,,
.,,,,
Il,,,,
se,,,,
croyait,,,,
très,,,,
beau,,,,
,,,,
ce,,,,
jour,,,,
-là,,,,
!,,,,
Je,,,,
lui,,,,
criai,,,,
de,,,,
nouveau,,,,
:,,,,
«,,,,
Va,,,,
-,,,,
t',,,,
en,,,,
!,,,,
va,,,,
-,,,,
t',,,,
en,,,,
!,,,,
»,,,,
Il,,,,
me,,,,
regarda,,,,
d',,,,
un,,,,
air,,,,
triste,,,,
et,,,,
soumis,,,,
,,,,
son,,,,
œil,,,,
suppliait,,,,
,,,,
mais,,,,
je,,,,
fus,,,,
inexorable,,,,
et,,,,
la,,,,
division,,,,
s',,,,
ébranla,,,,
,,,,
le,,,,
laissant,,,,
seul,,,,
,,,,
immobile,,,,
au,,,,
milieu,,,,
de,,,,
la,,,,
rue,,,,
.,,,,
Je,,,,
me,,,,
croyais,,,,
délivré,,,,
de,,,,
lui,,,,
pour,,,,
toute,,,,
la,,,,
journée,,,,
,,,,
lorsqu',,,,
au,,,,
sortir,,,,
de,,,,
la,,,,
ville,,,,
des,,,,
rires,,,,
et,,,,
des,,,,
chuchotements,,,,
à,,,,
mon,,,,
arrière-garde,,,,
me,,,,
firent,,,,
retourner,,,,
la,,,,
tête,,,,
.,,,,
À,,,,
quatre,,,,
ou,,,,
cinq,,,,
pas,,,,
derrière,,,,
nous,,,,
,,,,
Bamban,,,,
suivait,,,,
la,,,,
promenade,,,,
gravement,,,,
.,,,,
«,,,,
Doublez,,,,
le,,,,
pas,,,,
»,,,,
,,,,
dis,,,,
-je,,,,
aux,,,,
deux,,,,
premiers,,,,
.,,,,
Les,,,,
élèves,,,,
comprirent,,,,
qu',,,,
il,,,,
s',,,,
agissait,,,,
de,,,,
faire,,,,
une,,,,
niche,,,,
au,,,,
bancal,,,,
,,,,
et,,,,
la,,,,
division,,,,
se,,,,
mit,,,,
à,,,,
filer,,,,
d',,,,
un,,,,
train,,,,
d',,,,
enfer,,,,
.,,,,
De,,,,
temps,,,,
en,,,,
temps,,,,
on,,,,
se,,,,
retournait,,,,
pour,,,,
voir,,,,
si,,,,
Bamban,,,,
pouvait,,,,
suivre,,,,
,,,,
et,,,,
on,,,,
riait,,,,
de,,,,
l',,,,
apercevoir,,,,
là,,,,
-,,,,
bas,,,,
,,,,
bien,,,,
loin,,,,
,,,,
gros,,,,
comme,,,,
le,,,,
poing,,,,
,,,,
trottant,,,,
dans,,,,
la,,,,
poussière,,,,
de,,,,
la,,,,
route,,,,
,,,,
au,,,,
milieu,,,,
des,,,,
marchands,,,,
de,,,,
gâteaux,,,,
et,,,,
de,,,,
limonade,,,,
.,,,,
Cet,,,,
enragé,,,,
-là,,,,
arriva,,,,
à,,,,
la,,,,
Prairie,,,,
presque,,,,
en,,,,
même,,,,
temps,,,,
que,,,,
nous,,,,
.,,,,
Seulement,,,,
il,,,,
était,,,,
pâle,,,,
de,,,,
fatigue,,,,
et,,,,
tirait,,,,
la,,,,
jambe,,,,
à,,,,
faire,,,,
pitié,,,,
.,,,,
J',,,,
en,,,,
eus,,,,
le,,,,
cœur,,,,
touché,,,,
,,,,
et,,,,
,,,,
un,,,,
peu,,,,
honteux,,,,
de,,,,
ma,,,,
cruauté,,,,
,,,,
je,,,,
l',,,,
appelai,,,,
près,,,,
de,,,,
moi,,,,
doucement,,,,
.,,,,
Il,,,,
avait,,,,
une,,,,
petite,,,,
blouse,,,,
fanée,,,,
,,,,
à,,,,
carreaux,,,,
rouges,,,,
,,,,
la,,,,
blouse,,,,
du,,,,
petit,,,,
Chose,,,,
,,,,
au,,,,
collège,,,,
de,,,,
Lyon,,,,
.,,,,
Je,,,,
la,,,,
reconnus,,,,
tout,,,,
de,,,,
suite,,,,
,,,,
cette,,,,
blouse,,,,
,,,,
et,,,,
dans,,,,
moi,,,,
-,,,,
même,,,,
je,,,,
me,,,,
disais,,,,
:,,,,
«,,,,
Misérable,,,,
,,,,
tu,,,,
n',,,,
as,,,,
pas,,,,
honte,,,,
?,,,,
Mais,,,,
c',,,,
est,,,,
toi,,,,
le,,,,
petit,,,,
Chose,,,,
que,,,,
tu,,,,
t',,,,
amuses,,,,
à,,,,
martyriser,,,,
ainsi,,,,
!,,,,
.,,,,
»,,,,
Et,,,,
,,,,
plein,,,,
de,,,,
larmes,,,,
intérieures,,,,
,,,,
je,,,,
me,,,,
mis,,,,
à,,,,
aimer,,,,
de,,,,
tout,,,,
mon,,,,
cœur,,,,
ce,,,,
pauvre,,,,
déshérité,,,,
.,,,,
Bamban,,,,
s',,,,
était,,,,
assis,,,,
par,,,,
terre,,,,
à,,,,
cause,,,,
de,,,,
ses,,,,
jambes,,,,
qui,,,,
lui,,,,
faisaient,,,,
mal,,,,
.,,,,
Je,,,,
m',,,,
assis,,,,
près,,,,
de,,,,
lui,,,,
.,,,,
Je,,,,
lui,,,,
parlai,,,,
...,,,,
Je,,,,
lui,,,,
achetai,,,,
une,,,,
orange,,,,
...,,,,
J',,,,
aurais,,,,
voulu,,,,
lui,,,,
laver,,,,
les,,,,
pieds,,,,
.,,,,
À,,,,
partir,,,,
de,,,,
ce,,,,
jour,,,,
,,,,
Bamban,,,,
devint,,,,
mon,,,,
ami,,,,
.,,,,
J',,,,
appris,,,,
sur,,,,
son,,,,
compte,,,,
des,,,,
choses,,,,
attendrissantes,,,,
...,,,,
C',,,,
était,,,,
le,,,,
fils,,,,
d',,,,
un,,,,
maréchal,,,,
ferrant,,,,
qui,,,,
,,,,
entendant,,,,
vanter,,,,
partout,,,,
les,,,,
bienfaits,,,,
de,,,,
l',,,,
éducation,,,,
,,,,
se,,,,
saignait,,,,
les,,,,
quatre,,,,
membres,,,,
,,,,
le,,,,
pauvre,,,,
homme,,,,
!,,,,
pour,,,,
envoyer,,,,
son,,,,
enfant,,,,
demi-pensionnaire,,,,
au,,,,
collège,,,,
.,,,,
Mais,,,,
,,,,
hélas,,,,
!,,,,
Bamban,,,,
n',,,,
était,,,,
pas,,,,
fait,,,,
pour,,,,
le,,,,
collège,,,,
,,,,
et,,,,
il,,,,
n',,,,
y,,,,
profitait,,,,
guère,,,,
.,,,,
Le,,,,
jour,,,,
de,,,,
son,,,,
arrivée,,,,
,,,,
on,,,,
lui,,,,
avait,,,,
donné,,,,
un,,,,
modèle,,,,
de,,,,
bâtons,,,,
en,,,,
lui,,,,
disant,,,,
:,,,,
«,,,,
Fais,,,,
des,,,,
bâtons,,,,
!,,,,
»,,,,
Et,,,,
depuis,,,,
un,,,,
an,,,,
,,,,
Bamban,,,,
,,,,
faisait,,,,
des,,,,
bâtons,,,,
.,,,,
Et,,,,
quels,,,,
bâtons,,,,
,,,,
grand,,,,
Dieu,,,,
!,,,,
...,,,,
tortus,,,,
,,,,
sales,,,,
,,,,
boiteux,,,,
,,,,
clopinants,,,,
,,,,
des,,,,
bâtons,,,,
de,,,,
Bamban,,,,
!,,,,
..,,,,
Personne,,,,
ne,,,,
s',,,,
occupait,,,,
de,,,,
lui,,,,
.,,,,
Il,,,,
ne,,,,
faisait,,,,
spécialement,,,,
partie,,,,
d',,,,
aucune,,,,
classe,,,,
,,,,
en,,,,
général,,,,
,,,,
il,,,,
entrait,,,,
dans,,,,
celle,,,,
qu',,,,
il,,,,
voyait,,,,
ouverte,,,,
.,,,,
Un,,,,
jour,,,,
,,,,
on,,,,
le,,,,
trouva,,,,
en,,,,
train,,,,
de,,,,
faire,,,,
ses,,,,
bâtons,,,,
dans,,,,
la,,,,
classe,,,,
de,,,,
philosophie,,,,
...,,,,
Un,,,,
drôle,,,,
d',,,,
élève,,,,
ce,,,,
Bamban,,,,
!,,,,
Je,,,,
le,,,,
regardais,,,,
quelquefois,,,,
à,,,,
l',,,,
étude,,,,
,,,,
courbé,,,,
en,,,,
deux,,,,
sur,,,,
son,,,,
cahier,,,,
,,,,
suant,,,,
,,,,
soufflant,,,,
,,,,
tirant,,,,
la,,,,
langue,,,,
,,,,
tenant,,,,
sa,,,,
plume,,,,
à,,,,
pleines,,,,
mains,,,,
et,,,,
appuyant,,,,
de,,,,
toutes,,,,
ses,,,,
forces,,,,
,,,,
comme,,,,
s',,,,
il,,,,
eût,,,,
voulu,,,,
traverser,,,,
la,,,,
table,,,,
...,,,,
À,,,,
chaque,,,,
bâton,,,,
il,,,,
reprenait,,,,
de,,,,
l',,,,
encre,,,,
,,,,
et,,,,
à,,,,
la,,,,
fin,,,,
de,,,,
chaque,,,,
ligne,,,,
,,,,
il,,,,
rentrait,,,,
sa,,,,
langue,,,,
et,,,,
se,,,,
reposait,,,,
en,,,,
se,,,,
frottant,,,,
les,,,,
mains,,,,
..,,,,
Bamban,,,,
travaillait,,,,
de,,,,
meilleur,,,,
cœur,,,,
maintenant,,,,
que,,,,
nous,,,,
étions,,,,
amis,,,,
...,,,,
Quand,,,,
il,,,,
avait,,,,
terminé,,,,
une,,,,
page,,,,
,,,,
il,,,,
s',,,,
empressait,,,,
de,,,,
gravir,,,,
ma,,,,
chaire,,,,
à,,,,
quatre,,,,
pattes,,,,
et,,,,
posait,,,,
son,,,,
chef,,,,
d',,,,
œuvre,,,,
devant,,,,
moi,,,,
,,,,
sans,,,,
